variable_id,source_domain,name,primary_research_domain,secondary_research_domains,default_method_families,timing,preferred_source,measurement_requirements,inference_boundary
PSY-010,Psychiatric,Self-harm history,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-011,Psychiatric,Suicidal ideation/attempt history,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-012,Psychiatric,Bipolar-spectrum symptoms,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-013,Psychiatric,Psychotic symptoms,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-014,Psychiatric,Personality pathology/traits where validly assessed,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR/research,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-015,Psychiatric,Substance-use disorder,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-016,Psychiatric,Psychiatric hospitalisation,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-017,Psychiatric,Psychotherapy exposure,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-018,Psychiatric,Psychiatric medication exposure,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-019,Psychiatric,Mental-health diagnosis timing relative to gender presentation,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
PSY-020,Psychiatric,Global psychological distress,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,STRUCTURAL_EQUATION_MODEL;SURVIVAL_EVENT_HISTORY;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-001,Trauma/safeguarding,Childhood maltreatment exposure,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Historical,EHR/participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-002,Trauma/safeguarding,Sexual victimisation history,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Historical,EHR/participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-003,Trauma/safeguarding,Bullying exposure,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Repeated,education/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-004,Trauma/safeguarding,Domestic violence exposure,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Historical,EHR/participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-005,Trauma/safeguarding,Exploitation/safeguarding concern,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Repeated,EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-006,Trauma/safeguarding,Looked-after/adoption/guardianship history,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Historical,social care,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-007,Trauma/safeguarding,Trauma symptom severity,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
TRA-008,Trauma/safeguarding,Timing of trauma relative to onset,PSYCHIATRIC_PSYCHOLOGICAL,CLINICAL_DEVELOPMENTAL,SEQUENCE_ANALYSIS;CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS;UNMEASURED_CONFOUNDING_SENSITIVITY,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-001,Body image/sexual development,General body dissatisfaction,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-002,Body image/sexual development,Sex-characteristic-specific distress,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-003,Body image/sexual development,Eating pathology severity,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-004,Body image/sexual development,Body dysmorphia severity,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-005,Body image/sexual development,Sexual orientation self-description,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-006,Body image/sexual development,Sexual orientation development timing,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Historical,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-007,Body image/sexual development,Sexual functioning concerns,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-008,Body image/sexual development,Fertility concerns/priorities,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-009,Body image/sexual development,Puberty-related distress,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
BOD-010,Body image/sexual development,Fear/expectation about adult sex characteristics,CLINICAL_DEVELOPMENTAL,PSYCHIATRIC_PSYCHOLOGICAL,LATENT_VARIABLE_MEASUREMENT;MEASUREMENT_INVARIANCE;SEQUENCE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
FAM-001,Family/interpersonal,Household composition,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-002,Family/interpersonal,Parental relationship status,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-003,Family/interpersonal,Parental mental-health burden,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Baseline,family/EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
FAM-004,Family/interpersonal,Family support after disclosure,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-005,Family/interpersonal,Family rejection/conflict after disclosure,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-006,Family/interpersonal,Family conflict before presentation,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Baseline,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL,Not evidence of causation by itself
FAM-007,Family/interpersonal,Attachment security,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,research,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-008,Family/interpersonal,Sibling relationship quality,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-009,Family/interpersonal,Parental attitudes measured directly,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,parent,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-010,Family/interpersonal,Family response timing,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Historical,participant,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
FAM-011,Family/interpersonal,Socioeconomic family stress,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Repeated,administrative/PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
FAM-012,Family/interpersonal,Parental health literacy,FAMILY_INTERPERSONAL,CLINICAL_DEVELOPMENTAL,MULTILEVEL_HIERARCHICAL_MODEL;SOCIAL_NETWORK_ANALYSIS;QUALITATIVE_COMPARATIVE_ANALYSIS,Baseline,parent,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL,Not evidence of causation by itself
PEER-001,Peer network,Friendship network size,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Repeated,network survey,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
PEER-002,Peer network,Loneliness/social isolation,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
PEER-003,Peer network,Gender-diverse peers before first presentation,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Historical,network survey,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
PEER-004,Peer network,Gender-diverse peers after first presentation,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Repeated,network survey,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
PEER-005,Peer network,Peer acceptance,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
PEER-006,Peer network,Peer rejection/bullying,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Repeated,PRO,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
PEER-007,Peer network,Network centrality,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Repeated,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
PEER-008,Peer network,Friendship network change,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Repeated,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY,Not evidence of causation by itself
PEER-009,Peer network,Homophily/social selection estimate,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
PEER-010,Peer network,Peer influence estimate,DIGITAL_MEDIA_PEER,FAMILY_INTERPERSONAL,STOCHASTIC_ACTOR_ORIENTED_MODEL;SOCIAL_NETWORK_ANALYSIS;DIFFUSION_CASCADE_ANALYSIS,Analysis,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO,Not evidence of causation by itself
DIG-001,Digital/social media,Age/date of first relevant web search,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Historical,platform/browser export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-002,Digital/social media,Prior distress before first relevant search,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Historical,PRO/EHR,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;VALIDATED_MEASUREMENT_OR_MEASUREMENT_MODEL;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-003,Digital/social media,First exposure to gender-related content,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Historical,platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-004,Digital/social media,Passive viewing duration,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Repeated,platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-005,Digital/social media,Active posting/commenting frequency,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Repeated,platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-006,Digital/social media,Direct-message/group participation,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Repeated,platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-007,Digital/social media,Influencer/creator exposure,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Repeated,platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-008,Digital/social media,Algorithmic recommendation sequence,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Repeated,platform export,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
DIG-009,Digital/social media,Exposure intensity,DIGITAL_MEDIA_PEER,,G_METHODS;STOCHASTIC_ACTOR_ORIENTED_MODEL;NEGATIVE_POSITIVE_CONTROLS,Repeated,derived,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;LONGITUDINAL_MEASUREMENT_CONSISTENCY;SENSITIVE_DATA_GOVERNANCE,Not evidence of causation by itself
