variable_id,variable_domain,variable_name,preferred_source_declared_in_ontology,primary_source_ids,secondary_source_ids,primary_source_data_types,access_classes,acquisition_phase,timing_requirement,sensitivity,linkage_note
PSY-010,Psychiatric,Self-harm history,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-011,Psychiatric,Suicidal ideation/attempt history,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-012,Psychiatric,Bipolar-spectrum symptoms,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-013,Psychiatric,Psychotic symptoms,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-014,Psychiatric,Personality pathology/traits where validly assessed,EHR/research,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-015,Psychiatric,Substance-use disorder,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-016,Psychiatric,Psychiatric hospitalisation,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-017,Psychiatric,Psychotherapy exposure,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-018,Psychiatric,Psychiatric medication exposure,EHR,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-019,Psychiatric,Mental-health diagnosis timing relative to gender presentation,derived,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Analysis,High,Candidate source mapping only; verify field-level availability and construct validity before application.
PSY-020,Psychiatric,Global psychological distress,PRO,DS003;DS004;DS005,DS018;DS019;DS020,Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | GP diagnoses; symptoms; prescriptions; tests; referrals; demographics; HES; deaths | Longitudinal GP EHR with linkages to secondary care and other datasets,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-001,Trauma/safeguarding,Childhood maltreatment exposure,EHR/participant,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-002,Trauma/safeguarding,Sexual victimisation history,EHR/participant,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-003,Trauma/safeguarding,Bullying exposure,education/PRO,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-004,Trauma/safeguarding,Domestic violence exposure,EHR/participant,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-005,Trauma/safeguarding,Exploitation/safeguarding concern,EHR,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-006,Trauma/safeguarding,Looked-after/adoption/guardianship history,social care,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Historical,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-007,Trauma/safeguarding,Trauma symptom severity,PRO,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
TRA-008,Trauma/safeguarding,Timing of trauma relative to onset,derived,DS003;DS018;DS020,DS064;DS021,"Patient-level contacts; diagnoses; care events; children/adults; autism/LD services | Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT;RESTRICTED_TRE,PHASE_1_OR_2,Analysis,High,Candidate source mapping only; verify field-level availability and construct validity before application.
BOD-001,Body image/sexual development,General body dissatisfaction,PRO,DS018;DS020;DS019,DS064,"Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics | Annual household/individual social, economic, health and family variables",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
BOD-002,Body image/sexual development,Sex-characteristic-specific distress,PRO,DS018;DS020;DS019,DS064,"Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics | Annual household/individual social, economic, health and family variables",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
BOD-003,Body image/sexual development,Eating pathology severity,PRO,DS018;DS020;DS019,DS064,"Development, family, mental health, education, peers, social context; linked/genetic modules | Development, mental health, family, biology, genetics, questionnaires, clinics | Annual household/individual social, economic, health and family variables",MIXED_ACCESS;PRIMARY_RESEARCH;RESTRICTED_COHORT,PHASE_1_OR_2,Repeated,High,Candidate source mapping only; verify field-level availability and construct validity before application.
