variable_id,domain,canonical_name,candidate_causal_role,measurement_type,unit_or_encoding,temporal_anchor,preferred_source,candidate_primary_source_ids,candidate_secondary_source_ids,access_classes,privacy_class,participant_consent_rule,minimum_quality_gate,missingness_rule,linkage_rule,provenance_required,inference_boundary,acquisition_status
DEV-008,Developmental,Age at first disclosure,Outcome/process,TEMPORAL_NUMERIC,age/date,Historical,participant/EHR,DS018;DS020;DS021,DS004;DS019,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,YES_IF_PRIMARY_PARTICIPANT_DATA,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DEV-009,Developmental,Puberty-to-distress interval,Derived exposure,MIXED_OR_SOURCE_SPECIFIC,months,Analysis,derived,DS018;DS020;DS021,DS004;DS019,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DEV-010,Developmental,School transition timing,Exposure,TEMPORAL_NUMERIC,date/event,Repeated,education record,DS018;DS020;DS021,DS004;DS019,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DEV-011,Developmental,Family transition timing,Exposure,TEMPORAL_NUMERIC,date/event,Repeated,participant,DS018;DS020;DS021,DS004;DS019,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,YES_IF_PRIMARY_PARTICIPANT_DATA,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DEV-012,Developmental,Major bereavement timing,Exposure,TEMPORAL_NUMERIC,date/event,Repeated,participant/EHR,DS018;DS020;DS021,DS004;DS019,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,YES_IF_PRIMARY_PARTICIPANT_DATA,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DEV-013,Developmental,Identity exploration breadth,Mediator/Outcome,NUMERIC_OR_SCALE,scale/categories,Repeated,PRO/digital,DS018;DS020;DS021,DS004;DS019,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
DEV-014,Developmental,Self-concept clarity,Moderator/Outcome,TEMPORAL_NUMERIC,validated scale,Repeated,PRO,DS018;DS020;DS021,DS004;DS019,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-001,Neurodevelopmental,Autism diagnosis,Confounder/Moderator,TEMPORAL_NUMERIC,diagnosis/date,Baseline,EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-002,Neurodevelopmental,Autism assessment instrument and score,Measurement,NUMERIC_OR_SCALE,score/version,Baseline,EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-003,Neurodevelopmental,ADHD diagnosis,Confounder/Moderator,TEMPORAL_NUMERIC,diagnosis/date,Baseline,EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-004,Neurodevelopmental,ADHD symptom severity,Confounder/Moderator,TEMPORAL_NUMERIC,validated scale,Repeated,EHR/PRO,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-005,Neurodevelopmental,Learning disability,Confounder,CATEGORICAL_OR_CODED,diagnosis,Baseline,EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-006,Neurodevelopmental,Intellectual disability,Confounder,CATEGORICAL_OR_CODED,diagnosis/IQ,Baseline,EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-007,Neurodevelopmental,Specific learning difficulty,Confounder,CATEGORICAL_OR_CODED,diagnosis,Baseline,EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-008,Neurodevelopmental,Sensory sensitivity,Moderator,TEMPORAL_NUMERIC,validated scale,Repeated,PRO,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-009,Neurodevelopmental,Cognitive flexibility,Moderator,TEMPORAL_NUMERIC,validated task/scale,Repeated,research,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-010,Neurodevelopmental,Executive function,Moderator,TEMPORAL_NUMERIC,validated task/scale,Repeated,research,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-011,Neurodevelopmental,Social communication,Moderator,TEMPORAL_NUMERIC,validated scale,Repeated,research/EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
ND-012,Neurodevelopmental,Restricted/repetitive interests,Moderator,TEMPORAL_NUMERIC,validated scale,Repeated,research/EHR,DS003;DS004;DS018,DS020;DS021,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_TRE,PERSON_LEVEL_SENSITIVE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
PSY-001,Psychiatric,Major depressive disorder history,Confounder/Outcome,TEMPORAL_NUMERIC,diagnosis/date,Repeated,EHR,DS003;DS004;DS005,DS018;DS019;DS020,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,SPECIAL_CATEGORY_OR_HIGH_SENSITIVITY,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
PSY-002,Psychiatric,Depressive symptom severity,Confounder/Outcome,TEMPORAL_NUMERIC,validated scale,Repeated,PRO/EHR,DS003;DS004;DS005,DS018;DS019;DS020,MIXED_ACCESS;RESTRICTED_COHORT;RESTRICTED_LICENSED;RESTRICTED_TRE,SPECIAL_CATEGORY_OR_HIGH_SENSITIVITY,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Not evidence of causation by itself,UNVERIFIED_FIELD_AVAILABILITY
